full_location_name,country_clean,latitude,longitude,timezone,primary_airport_iata,region_major,slug,active,nearest,hotellook_city_id,skill_level_min,skill_level_max,hotellook_city_id_airport
"Tower Road, North East, Virginia",USA,38.67807255,-75.07026672,America/Los_Angeles,GED,North America,tower-road-north-east-virginia-usa,TRUE,Sussex County,,beginner,intermediate,
"Town Beach, NSW, Mid North Coast",Australia,-31.42727158,152.9178965,Australia/Sydney,PQQ,Oceania,town-beach-nsw-mid-north-coast-australia,TRUE,Port Macquarie-Hastings Council,,beginner,intermediate,5551
"Towradgi, NSW, Coal Coast",Australia,-34.38638872,150.9149086,Australia/Sydney,WOL,Oceania,towradgi-nsw-coal-coast-australia,TRUE,Wollongong City Council,,beginner,intermediate,5709
"Traffic Point, Mediterranean",Morocco,35.39623932,-3.005683422,Africa/Casablanca,MLN,Africa,traffic-point-mediterranean-morocco,TRUE,,,intermediate,advanced,3717
"Trailor Park, North East, Long Island NY",USA,41.03907975,-71.91052794,America/Los_Angeles,MTP,North America,trailor-park-north-east-long-island-ny-usa,TRUE,Town of East Hampton,24839,beginner,intermediate,
"Trails - San Onofre State Beach, California, San Diego County",USA,33.3348578,-117.5079525,America/Los_Angeles,OCN,North America,trails-san-onofre-state-beach-california-san-diego-county-usa,TRUE,San Diego County,1517272,beginner,intermediate,
"Tramandai, Rio Grande do Sul",Brazil,-29.99307662,-50.12550831,America/Sao_Paulo,TSQ,South America,tramandai-rio-grande-do-sul-brazil,TRUE,,,intermediate,advanced,
"Tramandai - Malvina, Rio Grande do Sul",Brazil,-30.00549008,-50.12915611,America/Sao_Paulo,TSQ,South America,tramandai-malvina-rio-grande-do-sul-brazil,TRUE,,,intermediate,advanced,
"Tramore, South East",Ireland,52.15076535,-7.111930847,UTC,WAT,Europe,tramore-south-east-ireland,TRUE,,,beginner,intermediate,16968
"Transit reef, WA, Perth City, Rottnest-Island",Australia,-31.99118895,115.548749,Australia/Sydney,RTS,Oceania,transit-reef-wa-perth-city-rottnest-island-australia,TRUE,City of Cockburn,,intermediate,advanced,
"trapdoors, NSW, Banana Coast",Australia,-30.35470794,153.1083709,Australia/Sydney,CFS,Oceania,trapdoors-nsw-banana-coast-australia,TRUE,Coffs Harbour,5191,intermediate,advanced,5191
"Travosa, Maranhao",Brazil,-2.358990533,-43.24390411,America/Sao_Paulo,BRB,South America,travosa-maranhao-brazil,TRUE,Santo Amaro do Maranhão,,intermediate,advanced,6322
"Trayhan's, North East, Northern New England",USA,43.7498932,-69.98479843,America/Los_Angeles,NHZ,North America,trayhan-s-north-east-northern-new-england-usa,TRUE,Harpswell,,beginner,intermediate,
"Tre Ponti (La Scaletta), Mainland",Italy,43.82218927,7.813864946,UTC,MCM,Europe,tre-ponti-la-scaletta-mainland-italy,TRUE,,,intermediate,advanced,16293
"Treachery, NSW, Newcastle",Australia,-32.45255351,152.5151789,Australia/Sydney,FOT,Oceania,treachery-nsw-newcastle-australia,TRUE,Mid-Coast Council,,intermediate,advanced,
"Trebarwith Strand, Cornwall North",UK,50.64578685,-4.764686823,Europe/London,NQY,Europe,trebarwith-strand-cornwall-north-uk,TRUE,,,beginner,intermediate,8052
"Tregana, Brittany North",France,48.35266288,-4.666957855,Europe/Paris,BES,Europe,tregana-brittany-north-france,TRUE,Locmaria-Plouzané,14344,beginner,intermediate,7010
"Tréguennec, Brittany South",France,47.88059318,-4.366666451,Europe/Paris,UIP,Europe,treguennec-brittany-south-france,TRUE,,,beginner,intermediate,15644
"Tres Marias, Rio Grande do Sul",Brazil,-32.19261071,-52.08506584,America/Sao_Paulo,RIG,South America,tres-marias-rio-grande-do-sul-brazil,TRUE,,,intermediate,advanced,2534
Tres palmas,Puerto Rico,18.34491249,-67.26192713,UTC,MAZ,Caribbean,tres-palmas-puerto-rico,TRUE,,,intermediate,advanced,2200
"Trestel, Brittany North",France,48.8213235,-3.353947811,Europe/Paris,LAI,Europe,trestel-brittany-north-france,TRUE,,,beginner,intermediate,12091
"Trestles, California, Orange County",USA,33.38279119,-117.5886869,America/Los_Angeles,OCN,North America,trestles-california-orange-county-usa,TRUE,San Diego County,1517272,intermediate,advanced,
"Trestles, North East, New Jersey",USA,38.93931684,-74.8621273,America/Los_Angeles,WWD,North America,trestles-north-east-new-jersey-usa,TRUE,Lower Township,,intermediate,advanced,
"Trestraou, Brittany North",France,48.8163734,-3.45552206,Europe/Paris,LAI,Europe,trestraou-brittany-north-france,TRUE,,,beginner,intermediate,12091
"Trestrignel, Brittany North",France,48.82014579,-3.432154655,Europe/Paris,LAI,Europe,trestrignel-brittany-north-france,TRUE,,,beginner,intermediate,12091
"Treustel, Brittany South",France,47.85498404,-4.143390656,Europe/Paris,UIP,Europe,treustel-brittany-south-france,TRUE,,,beginner,intermediate,15644
"Trevone, Cornwall North",UK,50.5435448,-4.9792099,Europe/London,NQY,Europe,trevone-cornwall-north-uk,TRUE,Cornwall,7309,beginner,intermediate,8052
"Treyarnon, Cornwall North",UK,50.52603271,-5.023155212,Europe/London,NQY,Europe,treyarnon-cornwall-north-uk,TRUE,Cornwall,7309,beginner,intermediate,8052
"Trez-Hir, Brittany North",France,48.34968967,-4.700603485,Europe/Paris,BES,Europe,trez-hir-brittany-north-france,TRUE,,,intermediate,advanced,7010
"Trez-hir, Brittany South",France,48.34792135,-4.702320099,Europe/Paris,BES,Europe,trez-hir-brittany-south-france,TRUE,,,beginner,intermediate,7010
"Trial Harbour, TAS, West Coast",Australia,-41.93165623,145.1731682,Australia/Sydney,SRN,Oceania,trial-harbour-tas-west-coast-australia,TRUE,West Coast,,intermediate,advanced,
"Triangles, NSW, Central",Australia,-33.26467103,151.5666533,Australia/Sydney,BEO,Oceania,triangles-nsw-central-australia,TRUE,,,intermediate,advanced,24178
"Triangulo, Lima",Peru,-12.16033874,-77.0276624,UTC,LIM,South America,triangulo-lima-peru,TRUE,Lima,12048,intermediate,advanced,2764
"Trigg 3rds - Serpintine, WA, Perth City",Australia,-31.87819539,115.7512343,Australia/Sydney,JFM,Oceania,trigg-3rds-serpintine-wa-perth-city-australia,TRUE,Perth,5536,beginner,intermediate,
"Trigg point, WA, Perth City",Australia,-31.8761637,115.7501185,Australia/Sydney,JFM,Oceania,trigg-point-wa-perth-city-australia,TRUE,Perth,5536,intermediate,advanced,
"trigs, Brittany South",France,47.80988517,-4.387454242,Europe/Paris,UIP,Europe,trigs-brittany-south-france,TRUE,,,beginner,intermediate,15644
"Trinidad State Beach, California, Humboldt",USA,41.05819111,-124.1505718,America/Los_Angeles,ACV,North America,trinidad-state-beach-california-humboldt-usa,TRUE,Humboldt County,,beginner,intermediate,
"Triozerye, Far East, Primorsky Krai",Russia,42.69152057,133.086834,UTC,RZH,Europe,triozerye-far-east-primorsky-krai-russia,TRUE,Partizansky District,,intermediate,advanced,
"Troia, Central Lisboa",Portugal,38.45375675,-8.863477707,Europe/Lisbon,LIS,Europe,troia-central-lisboa-portugal,TRUE,Grândola,4792,intermediate,advanced,4806
Trois Bassins Left,Reunion,-21.11280722,55.25251865,UTC,ZSE,Africa,trois-bassins-left-reunion,TRUE,,,intermediate,advanced,
Trois Bassins Peak,Reunion,-21.11180635,55.25203586,UTC,ZSE,Africa,trois-bassins-peak-reunion,TRUE,,,intermediate,advanced,
Trois Bassins Reef,Reunion,-21.11070539,55.25067329,UTC,ZSE,Africa,trois-bassins-reef-reunion,TRUE,,,intermediate,advanced,
"Trois Montagne, Mediterranean",France,43.44836246,4.421055615,Europe/Paris,FNI,Europe,trois-montagne-mediterranean-france,TRUE,,,beginner,intermediate,15474
"Trolley's, New Zealand SI, NE Coast",New Zealand,-43.50263962,172.7317661,Pacific/Auckland,CHC,Oceania,trolley-s-new-zealand-si-ne-coast-new-zealand,TRUE,,,intermediate,advanced,4546
"Troncones point, Guerrero",Mexico,17.79441224,-101.7475337,America/Mexico_City,ZIH,North America,troncones-point-guerrero-mexico,TRUE,,,intermediate,advanced,
"Tronoen, Brittany South",France,47.85244987,-4.351100922,Europe/Paris,UIP,Europe,tronoen-brittany-south-france,TRUE,,,beginner,intermediate,15644
"Tropical (posto 1), Rio de Janeiro City",Brazil,-23.01482513,-43.30184519,America/Sao_Paulo,RRJ,South America,tropical-posto-1-rio-de-janeiro-city-brazil,TRUE,Rio de Janeiro,6456,beginner,intermediate,6456
"Tropical's, Sumbawa",Indonesia,-9.001738818,116.7386627,Asia/Jakarta,LYK,Asia,tropical-s-sumbawa-indonesia,TRUE,,,intermediate,advanced,
Tropicana,Barbados,13.21911996,-59.64247942,UTC,BGI,Caribbean,tropicana-barbados,TRUE,,,beginner,intermediate,26073
"Trou du Souffleur, Tahiti",French Polynesia,-17.52425775,-149.3899763,UTC,PPT,Oceania,trou-du-souffleur-tahiti-french-polynesia,TRUE,,,intermediate,advanced,
"Troubridge Point, SA, York Peninsula",Australia,-35.16791477,137.6768875,Australia/Sydney,ORR,Oceania,troubridge-point-sa-york-peninsula-australia,TRUE,Yorke Peninsula Council,,intermediate,advanced,
"Trousers Point, TAS, Flinders Island",Australia,-40.22872672,148.0375957,Australia/Sydney,FLS,Oceania,trousers-point-tas-flinders-island-australia,TRUE,Flinders Council,,intermediate,advanced,30189
"Trouville, Normandy",France,49.36588647,0.08102417,Europe/Paris,DOL,Europe,trouville-normandy-france,TRUE,Trouville-sur-Mer,16109,beginner,intermediate,14688
Tsunamis,Maldives,2.037448499,73.53578568,UTC,KDO,Asia,tsunamis-maldives,TRUE,,,advanced,advanced,
"Tsunoshima, West Coast",Japan,34.35498674,130.8569527,UTC,KKJ,Asia,tsunoshima-west-coast-japan,TRUE,Shimonoseki,25649,intermediate,intermediate,
TT s,Madagascar,-23.50607059,43.70876312,UTC,TLE,Africa,tt-s-madagascar,TRUE,Toliara,5017,beginner,intermediate,
"Tuapeka Point, New Zealand SI, NE Coast",New Zealand,-43.72699336,-176.491456,Pacific/Auckland,CHT,Oceania,tuapeka-point-new-zealand-si-ne-coast-new-zealand,TRUE,,,intermediate,advanced,
"Tube Wave, SW Coast",South Africa,-33.72467875,18.44001532,Africa/Johannesburg,CPT,Africa,tube-wave-sw-coast-south-africa,TRUE,,,intermediate,advanced,678
"tuccia left, Corsica",France,42.05020484,8.747142255,Europe/Paris,AJA,Europe,tuccia-left-corsica-france,TRUE,,,beginner,intermediate,
"Tuckerman's, North East, Southern New England",USA,41.47686997,-71.27505898,America/Los_Angeles,NPT,North America,tuckerman-s-north-east-southern-new-england-usa,TRUE,Newport County,21919,beginner,intermediate,
Tucks,Bermuda,32.33506378,-64.68047261,UTC,BDA,North America,tucks-bermuda,TRUE,,,beginner,intermediate,
"Tugun, QLD, Gold Coast",Australia,-28.14587058,153.4958267,Australia/Sydney,OOL,Oceania,tugun-qld-gold-coast-australia,TRUE,Gold Coast City,,beginner,intermediate,5199
"Tullaghan left, North West",Ireland,54.472046,-8.342665658,UTC,SXL,Europe,tullaghan-left-north-west-ireland,TRUE,,,beginner,intermediate,
"Tullaghan right, North West",Ireland,54.47437449,-8.332841397,UTC,SXL,Europe,tullaghan-right-north-west-ireland,TRUE,,,beginner,intermediate,
"Tullan Strand, North West",Ireland,54.5009507,-8.268928528,UTC,SXL,Europe,tullan-strand-north-west-ireland,TRUE,,,beginner,intermediate,
Tulliniemi,Finland,59.82066085,22.92160034,UTC,TKU,Europe,tulliniemi-finland,TRUE,Hanko,1417414,beginner,intermediate,2596
"Tuncurry Breakwall, NSW, Mid North Coast",Australia,-32.17272464,152.5103188,Australia/Sydney,FOT,Oceania,tuncurry-breakwall-nsw-mid-north-coast-australia,TRUE,,,beginner,intermediate,
"Tuncurry main beach, NSW, Mid North Coast",Australia,-32.17069039,152.5080442,Australia/Sydney,FOT,Oceania,tuncurry-main-beach-nsw-mid-north-coast-australia,TRUE,Mid-Coast Council,,beginner,intermediate,
"Tungus left, Far East, Primorsky Krai",Russia,42.74493276,132.850365,UTC,RZH,Europe,tungus-left-far-east-primorsky-krai-russia,TRUE,,,intermediate,advanced,
"Tunitas Creek, California, San Mateo",USA,37.35760507,-122.400527,America/Los_Angeles,HAF,North America,tunitas-creek-california-san-mateo-usa,TRUE,San Mateo County,17381,intermediate,advanced,869
Tunkahi,Papua New Guinea,-5.005419108,154.6060961,UTC,BUA,Oceania,tunkahi-papua-new-guinea,TRUE,Buka District,,intermediate,advanced,
"Tunkalilla, SA, York Peninsula",Australia,-35.63720889,138.2711792,Australia/Sydney,PEA,Oceania,tunkalilla-sa-york-peninsula-australia,TRUE,The District Council of Yankalilla,,intermediate,advanced,21396
"Tunnels, Hawaii, Kauai",USA,22.22839829,-159.5631337,America/Los_Angeles,HPV,North America,tunnels-hawaii-kauai-usa,TRUE,Kauaʻi County,23766,intermediate,advanced,
Tupira Mira,Papua New Guinea,-4.486481758,145.4477406,UTC,HAZ,Oceania,tupira-mira-papua-new-guinea,TRUE,Bogia District,,intermediate,advanced,6693
"Tura Reef, NSW, Far South",Australia,-36.84854753,149.9383593,Australia/Sydney,MIM,Oceania,tura-reef-nsw-far-south-australia,TRUE,Bega Valley Shire Council,,intermediate,advanced,5439
"Turbigo-l'onda - Turbo Wave, Mainland",Italy,45.52052612,8.746790886,UTC,MXP,Europe,turbigo-l-onda-turbo-wave-mainland-italy,TRUE,Turbigo,1491342,intermediate,advanced,13169
Turd Burger's,Dominica,15.55735325,-61.29578233,UTC,DOM,Caribbean,turd-burger-s-dominica,TRUE,,,beginner,intermediate,6742
Turner Bay,Virgin Islands,18.32565426,-64.79658008,UTC,SJF,North America,turner-bay-virgin-islands,TRUE,Saint Thomas - Saint John District,,beginner,intermediate,
"Turners Beach, NSW, Mid North Coast",Australia,-29.43066482,153.3652353,Australia/Sydney,EVH,Oceania,turners-beach-nsw-mid-north-coast-australia,TRUE,,,beginner,intermediate,
"Turri, Sicily Sardinia",Italy,38.96440222,8.437713906,UTC,CAG,Europe,turri-sicily-sardinia-italy,TRUE,,,intermediate,advanced,12540
"Turrimetta, NSW, Sydney North",Australia,-33.69973441,151.3100624,Australia/Sydney,LBH,Oceania,turrimetta-nsw-sydney-north-australia,TRUE,Sydney,5630,intermediate,advanced,
"Turtle Bay, Hawaii, Oahu",USA,21.70428642,-157.9996741,America/Los_Angeles,HDH,North America,turtle-bay-hawaii-oahu-usa,TRUE,Honolulu County,23374,beginner,intermediate,
Turtle Beach,Ghana,4.850763432,-2.233743668,UTC,TKD,Africa,turtle-beach-ghana,TRUE,,,beginner,intermediate,1473132
Turtle eco beach,Sri Lanka,5.937092674,80.50859322,UTC,KCT,Asia,turtle-eco-beach-sri-lanka,TRUE,,,beginner,intermediate,881
Turtle Island,Sierra Leone,7.645588161,-13.0987072,UTC,GBK,Africa,turtle-island-sierra-leone,TRUE,,,beginner,intermediate,
"Turtles, West Java",Indonesia,-7.335865118,106.3975561,Asia/Jakarta,RTO,Asia,turtles-west-java-indonesia,TRUE,,,beginner,intermediate,
"Turtles, NSW, Banana Coast",Australia,-29.8912761,153.2733321,Australia/Sydney,GFN,Oceania,turtles-nsw-banana-coast-australia,TRUE,,,beginner,intermediate,5306
"Turtles, California, San Diego County",USA,33.02194218,-117.2884727,America/Los_Angeles,CLD,North America,turtles-california-san-diego-county-usa,TRUE,Encinitas,17118,beginner,intermediate,
"Turtles, Hawaii, Oahu",USA,21.27393866,-157.7198553,America/Los_Angeles,NGF,North America,turtles-hawaii-oahu-usa,TRUE,East Honolulu,,beginner,intermediate,
Turtles,Angola,-5.224457809,12.13751949,UTC,CAB,Africa,turtles-angola,TRUE,,,beginner,intermediate,4476
"Turtles reef, Hawaii, Oahu",USA,21.34771092,-158.1293857,America/Los_Angeles,JRF,North America,turtles-reef-hawaii-oahu-usa,TRUE,Kapolei,23377,intermediate,advanced,
"TwentySevens, North East, New Jersey",USA,39.31162166,-74.52275813,America/Los_Angeles,ACY,North America,twentysevens-north-east-new-jersey-usa,TRUE,Longport,,intermediate,advanced,
"Twins, North West, Washington",USA,48.16553799,-123.9503449,America/Los_Angeles,CLM,North America,twins-north-west-washington-usa,TRUE,Clallam County,,beginner,intermediate,
Twins Bredene,Belgium,51.24770649,2.949700356,UTC,OST,Europe,twins-bredene-belgium,TRUE,Bredene,2300,beginner,intermediate,2301
"Twisties, WA, Walpole",Australia,-35.04124081,116.9345284,Australia/Sydney,ALH,Oceania,twisties-wa-walpole-australia,TRUE,Shire Of Denmark,,beginner,intermediate,5057
"TWO LIGHTS, North East, Northern New England",USA,43.55979139,-70.20628452,America/Los_Angeles,PWM,North America,two-lights-north-east-northern-new-england-usa,TRUE,Cape Elizabeth,19280,beginner,intermediate,
Two ways,Maldives,0.260654028,73.36279392,UTC,RUL,Asia,two-ways-maldives,TRUE,,,intermediate,advanced,
"Tybee - South End Sand Bar, South East, Georgia",USA,31.98698491,-80.84725142,America/Los_Angeles,SVN,North America,tybee-south-end-sand-bar-south-east-georgia-usa,TRUE,Chatham County,,beginner,intermediate,
"Tybee pier, South East, Georgia",USA,31.99169852,-80.84577084,America/Los_Angeles,SVN,North America,tybee-pier-south-east-georgia-usa,TRUE,Tybee Island,30425,beginner,intermediate,
"Tynemouth (Longsands), Borders and NE England",UK,55.02595582,-1.425819397,Europe/London,NCL,Europe,tynemouth-longsands-borders-and-ne-england-uk,TRUE,North Tyneside,,beginner,intermediate,
"Tyoushi River Mouth, Kii Hanto",Japan,34.10299228,136.2339878,UTC,SHM,Asia,tyoushi-river-mouth-kii-hanto-japan,TRUE,Kihoku,25713,intermediate,advanced,25652
"Tywyn, North Wales and NW England",UK,52.5852944,-4.092493057,Europe/London,VLY,Europe,tywyn-north-wales-and-nw-england-uk,TRUE,Gwynedd,1499853,beginner,intermediate,
"U-Turns, VIC, Melbourne East",Australia,-38.49548512,144.8848093,Australia/Sydney,MBW,Oceania,u-turns-vic-melbourne-east-australia,TRUE,,,intermediate,advanced,
UAQ Beach,United Arab Emirates,25.60480003,55.57890594,UTC,SHJ,Middle East,uaq-beach-uae,TRUE,Old Town Area,,beginner,intermediate,25500
"Uchiumi - Curren's point, Kyushu",Japan,31.74502943,131.4763927,UTC,KMI,Asia,uchiumi-curren-s-point-kyushu-japan,TRUE,Miyazaki,25698,intermediate,advanced,
"Uchiumi reefs, Kyushu",Japan,31.74779448,131.4725733,UTC,KMI,Asia,uchiumi-reefs-kyushu-japan,TRUE,Miyazaki,25698,advanced,advanced,
"Uchizuma, Shikoku",Japan,33.65942797,134.4037589,UTC,TKS,Asia,uchizuma-shikoku-japan,TRUE,Mugi,25713,intermediate,advanced,25660
"Ujung Bocur, Sumatra Mainland",Indonesia,-5.304809334,103.9918613,Asia/Jakarta,TFY,Asia,ujung-bocur-sumatra-mainland-indonesia,TRUE,Lemong,,intermediate,advanced,
"Uliss, Far East, Primorsky Krai",Russia,43.07191308,131.9417667,UTC,VVO,Europe,uliss-far-east-primorsky-krai-russia,TRUE,Vladivostok,12221,intermediate,advanced,12221
Ulla,Norway,62.69180925,6.198391914,UTC,AES,Europe,ulla-norway,TRUE,Haram,9206,beginner,intermediate,9046
"Uluwatu, Bali",Indonesia,-8.816631099,115.0862503,Asia/Jakarta,DPS,Asia,uluwatu-bali-indonesia,TRUE,Badung,,advanced,advanced,23523
"Umatac Bay, Guam",Micronesia,13.29714913,144.6588922,UTC,GUM,Oceania,umatac-bay-guam-micronesia,TRUE,,,beginner,intermediate,
"umdloti tidal pool, East Coast North",South Africa,-29.66613545,31.12404252,Africa/Johannesburg,DUR,Africa,umdloti-tidal-pool-east-coast-north-south-africa,TRUE,,,beginner,intermediate,688
"Umegahama rivermouth, Kyushu",Japan,31.58694002,131.4099813,UTC,KMI,Asia,umegahama-rivermouth-kyushu-japan,TRUE,Nichinan,25713,beginner,intermediate,
"Umhlanga Rocks, East Coast North",South Africa,-29.72730308,31.08872294,Africa/Johannesburg,VIR,Africa,umhlanga-rocks-east-coast-north-south-africa,TRUE,Durban,688,beginner,intermediate,6475
"Umhlanga Rocks, Durban",South Africa,-29.7287565,31.08847618,Africa/Johannesburg,VIR,Africa,umhlanga-rocks-durban-south-africa,TRUE,Durban,688,beginner,intermediate,6475
"Umigame Koen Mae, Kii Hanto",Japan,33.75488784,136.0252476,UTC,SHM,Asia,umigame-koen-mae-kii-hanto-japan,TRUE,Kiho,25713,intermediate,advanced,25652
"Umina Beach, NSW, Central",Australia,-33.52923223,151.3225079,Australia/Sydney,LBH,Oceania,umina-beach-nsw-central-australia,TRUE,Gosford,5303,beginner,intermediate,
"Umina Point, NSW, Central",Australia,-33.53459822,151.3146114,Australia/Sydney,LBH,Oceania,umina-point-nsw-central-australia,TRUE,Gosford,5303,beginner,intermediate,
"Umtentweni, Hibiscous Coast",South Africa,-30.71667697,30.47830582,Africa/Johannesburg,MGH,Africa,umtentweni-hibiscous-coast-south-africa,TRUE,Hibiscus Coast Local Municipality,,beginner,intermediate,750
"Umzumbe, Hibiscous Coast",South Africa,-30.62552304,30.54626226,Africa/Johannesburg,MGH,Africa,umzumbe-hibiscous-coast-south-africa,TRUE,,,beginner,intermediate,750
Unawatuna,Sri Lanka,6.006428985,80.24433374,UTC,KCT,Asia,unawatuna-sri-lanka,TRUE,,,beginner,intermediate,881
"Under the Sunrepo, Kii Hanto",Japan,34.42790344,136.92029,UTC,NGO,Asia,under-the-sunrepo-kii-hanto-japan,TRUE,Toba,25663,intermediate,advanced,25627
Unknowns,Mariana Islands,15.13212154,145.6849766,UTC,SPN,Oceania,unknowns-mariana-islands,TRUE,Saipan Municipality,,intermediate,advanced,
Unstad,Norway,68.27192892,13.57498169,UTC,LKN,Europe,unstad-norway,TRUE,Vestvågøy,9206,intermediate,advanced,9134
"Upham Beach, Gulf Coast, Florida",USA,27.73554139,-82.75121212,America/Los_Angeles,SPG,North America,upham-beach-gulf-coast-florida-usa,TRUE,Saint Pete Beach,17952,beginner,intermediate,
"Upper Cathedral Rock, VIC, Melbourne West",Australia,-38.50189175,144.0073836,Australia/Sydney,XCO,Oceania,upper-cathedral-rock-vic-melbourne-west-australia,TRUE,,,intermediate,advanced,
"Upper Trestles, California, Orange County",USA,33.38556275,-117.5943813,America/Los_Angeles,OCN,North America,upper-trestles-california-orange-county-usa,TRUE,San Diego County,1517272,intermediate,advanced,
"Urbiztondo Beach, Luzon",Philippines,16.65170133,120.3153563,UTC,SFE,Asia,urbiztondo-beach-luzon-philippines,TRUE,San Fernando,,intermediate,advanced,
"Urunga, NSW, Banana Coast",Australia,-30.5039864,153.0317616,Australia/Sydney,NBH,Oceania,urunga-nsw-banana-coast-australia,TRUE,Bellingen Shire Council,,beginner,intermediate,
"Usal Beach, California, Mendocino",USA,39.83066,-123.8501,America/Los_Angeles,FOB,North America,usal-beach-california-mendocino-usa,TRUE,Mendocino County,17253,intermediate,advanced,
"Usami, Shizuoka",Japan,35.00718648,139.0878797,UTC,OIM,Asia,usami-shizuoka-japan,TRUE,Ito,1473472,intermediate,advanced,
utua mamao,Tokelau,-8.557766155,-172.4623489,UTC,,Oceania,utua-mamao-tokelau,TRUE,,,beginner,intermediate,
Užava,Latvia,57.2475731,21.41213894,UTC,VNT,Europe,u-ava-latvia,TRUE,,,beginner,intermediate,
Vaana,Estonia,59.43233179,24.34570313,UTC,CHE,Europe,vaana-estonia,TRUE,Harju County,5729,beginner,intermediate,26128
"Vagabundos, Gran Canaria",Spain,28.1446171,-15.60033917,UTC,LPA,Europe,vagabundos-gran-canaria-canary,TRUE,Santa María de Guía de Gran Canaria,,intermediate,advanced,1525657
"Vague à Guy - Lasalle, East Coast",Canada,45.41930872,-73.6030709,UTC,YUL,North America,vague-a-guy-lasalle-east-coast-canada,TRUE,Montreal,21850,beginner,intermediate,21850
Vai Uri,Easter,-27.1400608,-109.4287419,UTC,IPC,Oceania,vai-uri-easter,TRUE,,,intermediate,advanced,30154
"Vairao, Tahiti",French Polynesia,-17.80140465,-149.3133402,UTC,PPT,Oceania,vairao-tahiti-french-polynesia,TRUE,,,intermediate,advanced,
"Valcobo, Galicia",Spain,43.31602962,-8.533812761,Europe/Madrid,LCG,Europe,valcobo-galicia-spain,TRUE,,,beginner,intermediate,3577
"Valdovino, Galicia",Spain,43.61271391,-8.164215088,Europe/Madrid,LCG,Europe,valdovino-galicia-spain,TRUE,,,beginner,intermediate,3577
"Vale do Lobo, Algarve",Portugal,37.04822428,-8.06473732,Europe/Lisbon,FAO,Europe,vale-do-lobo-algarve-portugal,TRUE,Almancil,4691,beginner,intermediate,4778
"Vale Figueira, Algarve",Portugal,37.24747958,-8.870000839,Europe/Lisbon,PRM,Europe,vale-figueira-algarve-portugal,TRUE,,,intermediate,advanced,4883
"Valentinos, Sinaloa-Nayarit",Mexico,23.23755064,-106.4467907,America/Mexico_City,MZT,North America,valentinos-sinaloa-nayarit-mexico,TRUE,Mazatlán,4439,intermediate,advanced,4439
"Valla Beach, NSW, Banana Coast",Australia,-30.59742576,153.0147254,Australia/Sydney,NBH,Oceania,valla-beach-nsw-banana-coast-australia,TRUE,,,beginner,intermediate,
Vanimo Reef,Papua New Guinea,-2.667511925,141.3066673,UTC,VAI,Oceania,vanimo-reef-papua-new-guinea,TRUE,Vanimo,2052,intermediate,advanced,2052
Vanimo Village Reef,Papua New Guinea,-2.659966986,141.2793732,UTC,VAI,Oceania,vanimo-village-reef-papua-new-guinea,TRUE,Vanimo,2052,intermediate,advanced,2052
"Vanimo, Twin Rocks Reef",Papua New Guinea,-2.696662391,141.3282108,UTC,VAI,Oceania,vanimo-twin-rocks-reef-papua-new-guinea,TRUE,Vanimo,2052,intermediate,advanced,2052
"Vanthrax, Basque Country",France,43.39569318,-1.754722595,Europe/Paris,EAS,Europe,vanthrax-basque-country-france,TRUE,,,intermediate,advanced,
"Varadero El Ñuro, North",Peru,-4.21767694,-81.18644893,UTC,PTL,South America,varadero-el-nuro-north-peru,TRUE,,,beginner,intermediate,
"Varazze, Mainland",Italy,44.35826995,8.577640057,UTC,GOA,Europe,varazze-mainland-italy,TRUE,Varazze,13954,beginner,intermediate,373
Varela,Guinea-Bissau,12.28292552,-16.58965588,UTC,CSK,Africa,varela-guinea-bissau,TRUE,,,beginner,intermediate,12278
"Varese, North",Argentina,-38.01359457,-57.52825499,UTC,MDQ,South America,varese-north-argentina,TRUE,,,beginner,intermediate,6117
"Vari, Pelloponisos",Greece,37.82009891,23.81103158,UTC,ATH,Europe,vari-pelloponisos-greece,TRUE,Regional Unit of East Attica,30528,beginner,intermediate,23721
"Varkala, Kerala",India,8.731847303,76.70583487,UTC,TRV,Asia,varkala-kerala-india,TRUE,,,beginner,intermediate,25800
Varvara,Bulgaria,42.119336,27.907931,UTC,BOJ,Europe,varvara-bulgaria,TRUE,,,beginner,intermediate,609
"vaucliff reef, NSW, Sydney South",Australia,-33.84821354,151.2878108,Australia/Sydney,RSE,Oceania,vaucliff-reef-nsw-sydney-south-australia,TRUE,,,intermediate,advanced,
"Vaucotte, Normandy",France,49.73793279,0.290579796,Europe/Paris,LEH,Europe,vaucotte-normandy-france,TRUE,Vattetot-sur-Mer,14344,beginner,intermediate,25757
"Vauville, Normandy",France,49.63256227,-1.850209236,Europe/Paris,CER,Europe,vauville-normandy-france,TRUE,La Hague,14344,beginner,intermediate,12110
"Veedol Beach, Tohoku",Japan,40.77440587,141.4125824,UTC,MSJ,Asia,veedol-beach-tohoku-japan,TRUE,Misawa,25620,beginner,intermediate,25620
Vejers Strand,Denmark,55.62586379,8.114626408,UTC,EBJ,Europe,vejers-strand-denmark,TRUE,,,beginner,intermediate,1412
"Velzy Land, Hawaii, Oahu",USA,21.6842888,-158.0323327,America/Los_Angeles,HDH,North America,velzy-land-hawaii-oahu-usa,TRUE,Honolulu County,23374,intermediate,advanced,
